SK_MATRICULA,CD_SETOR_x,TP_COMPORTAMENTO_x,NN_MEDIA_CONSUMO_x,NN_CONSUMO_DIARIO_x,NN_MORADORES_ANALISE_x,NM_CENARIO,TP_NOVO_COMPORTAMENTO,NN_NOVA_MEDIA_CONSUMO,NN_NOVO_CONSUMO_DIARIO,NN_NOVO_MORADORES_ANALISE,MUDOU_COMPORTAMENTO,TIPO_MUDANCA,NM_LOCALIDADE,NM_CATEGORIATARIFARIA,NM_SITUACAO_IMOVEL,NN_MORADORES,NN_MORADORES_ANALISE_y,ST_PISCINA,LAT_GEO,LONG_GEO,X,Y,CD_SETOR_ORIGINAL,CD_SETOR_y,NN_MEDIA_CONSUMO_y,NN_CONSUMO_DIARIO_y,TP_COMPORTAMENTO_y,VL_RENDA_MEDIA_RESPONSAVEL,NN_MEDIA_MORADORES_IBGE
4261C1F3F32800A552C615B7B7DAEE87CE1590D7029C4AB7D82D75954C300C02,S068,AMBIENTALISTA,7.833333333333333,85.61020036429872,3.0,CVIII,MODERADO,9.805962830993938,107.16899268845832,3.0,True,AMBIENTALISTA → MODERADO,SALVADOR UMB,RESIDENCIAL,HABITADO,0,3,0,-12.948448282823248,-38.37206967866477,568108.8813697342,8568481.545833996,292740805090248,S068,7.833333333333333,85.61020036429872,AMBIENTALISTA,4839.78,2.6
4EB18EBD2FC391C4F21CC8BF3311FF60E7D0AC5828C3EF7A524FDAB0DCEE12D9,S068,AMBIENTALISTA,7.0,76.50273224043717,3.0,CVIII,MODERADO,10.895514256659926,119.07665854273144,3.0,True,AMBIENTALISTA → MODERADO,SALVADOR UMB,RESIDENCIAL,HABITADO,0,3,0,-12.947343029807223,-38.37109933839783,568214.4344319472,8568603.519100713,292740805090248,S068,7.0,76.50273224043717,AMBIENTALISTA,4839.78,2.6
4EF03995EA864C2E4CDF5B16D1DAEB487761F3424C736D578D4E0555CCDF79E3,S068,MODERADO,9.166666666666666,100.18214936247722,3.0,CVIII,PERDULARIO,11.984945832867586,130.98301456685886,3.0,True,MODERADO → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,0,3,0,-12.948430746590438,-38.37091502987448,568234.1304466749,8568483.177336436,292740805090248,S068,9.166666666666666,100.18214936247722,MODERADO,4839.78,2.6
8DB45AB8A9B386B77D8D6CECE4F8AD622F1275A0922936C164F4EFDA6F60EB97,S068,AMBIENTALISTA,8.75,95.62841530054644,3.0,CVIII,MODERADO,10.895514256659926,119.07665854273144,3.0,True,AMBIENTALISTA → MODERADO,SALVADOR UMB,RESIDENCIAL,HABITADO,0,3,0,-12.94875211975736,-38.37010951525921,568321.4167680733,8568447.420975808,292740805090248,S068,8.75,95.62841530054644,AMBIENTALISTA,4839.78,2.6
BB9CCC11A810E6ED49AD77949D5C781ED322A15203E9E6FF6016A358F8318FCD,S068,AMBIENTALISTA,6.25,68.30601092896175,3.0,CVIII,PERDULARIO,13.07461710799191,142.89199025127772,3.0,True,AMBIENTALISTA → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,0,3,0,-12.948792071178609,-38.37137160987147,568184.5071412026,8568443.33959484,292740805090248,S068,6.25,68.30601092896175,AMBIENTALISTA,4839.78,2.6
F2DC63CBEC26F62346BD34C4B66BA9A4A9F1D72F3AF08448EEE0D5673F09D0B3,S068,MODERADO,11.083333333333334,121.12932604735884,3.0,CVIII,PERDULARIO,12.07586163446475,131.97662988486067,3.0,True,MODERADO → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,0,3,0,-12.947213385296418,-38.37021948063373,568309.9080074686,8568617.62183834,292740805090248,S068,11.083333333333334,121.12932604735884,MODERADO,4839.78,2.6
0B399E22A129D2AE084747C23B8F25B6DF96528FC3EAFB2181559C22C4BCED98,S068,MODERADO,3.4166666666666665,112.02185792349728,1.0,CVIII,PERDULARIO,4.35820570266397,142.89199025127772,1.0,True,MODERADO → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,1,1,0,-12.946946061914051,-38.37031862850608,568299.2262196287,8568647.212106083,292740805090248,S068,3.4166666666666665,112.02185792349728,MODERADO,4839.78,2.6
4C228F0F21C2DDD1EE3963029C67A2DBC2052B1C5E2532CB5A8C0A91322653B6,S068,AMBIENTALISTA,3.0,98.36065573770492,1.0,CVIII,MODERADO,3.2686542769979776,107.16899268845827,1.0,True,AMBIENTALISTA → MODERADO,SALVADOR UMB,RESIDENCIAL,HABITADO,1,1,0,-12.947030566290625,-38.37096486981224,568229.1052572791,8568638.039133865,292740805090248,S068,3.0,98.36065573770492,AMBIENTALISTA,4839.78,2.6
83532B0318332D079D1109F0D0F725D5EE88B545CC02C08D1518293C1975C91A,S068,AMBIENTALISTA,2.4166666666666665,79.23497267759562,1.0,CVIII,PERDULARIO,4.35816212104276,142.89056134566428,1.0,True,AMBIENTALISTA → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,1,1,0,-12.948973191216284,-38.3712170107036,568201.227170724,8568423.267963676,292740805090248,S068,2.4166666666666665,79.23497267759562,AMBIENTALISTA,4839.78,2.6
B8D1814741B825F9C6EA4E1811C8F3659CA150529634E722E62575B9D4BAC605,S068,MODERADO,3.583333333333333,117.4863387978142,1.0,CVIII,PERDULARIO,4.35816212104276,142.89056134566428,1.0,True,MODERADO → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,1,1,0,-12.94889946659533,-38.37073566987371,568253.4579853152,8568431.292856066,292740805090248,S068,3.583333333333333,117.4863387978142,MODERADO,4839.78,2.6
C8444A37A63488C82BD1BB03D31551C77A672911FD93B8ACA48F17FD890A71BF,S068,MODERADO,3.083333333333333,101.0928961748634,1.0,CVIII,PERDULARIO,4.35816212104276,142.89056134566428,1.0,True,MODERADO → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,1,1,0,-12.94690438713495,-38.37037794401528,568292.8035974217,8568651.836838478,292740805090248,S068,3.083333333333333,101.0928961748634,MODERADO,4839.78,2.6
FEF158DF563EAF85A54BB37B1AB29E93277BEF8B4AE8A72EABCA8537B0BF21FD,S068,AMBIENTALISTA,3.0,98.36065573770492,1.0,CVIII,MODERADO,3.2686542769979776,107.16899268845827,1.0,True,AMBIENTALISTA → MODERADO,SALVADOR UMB,RESIDENCIAL,HABITADO,1,1,0,-12.948294444427097,-38.36989215692687,568345.1182535223,8568497.97804643,292740805090248,S068,3.0,98.36065573770492,AMBIENTALISTA,4839.78,2.6
2E6D4DECB4A27E93CDA8F531B0E2E3646B2416E669CEE54ED10A2128977FBEDD,S068,MODERADO,6.916666666666667,113.3879781420765,2.0,CVIII,PERDULARIO,8.716411405327941,142.89199025127772,2.0,True,MODERADO → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,2,2,0,-12.948447675876189,-38.37092620693362,568232.9134689323,8568481.308078513,292740805090248,S068,6.916666666666667,113.3879781420765,MODERADO,4839.78,2.6
35468331FBBAE9B3DEF820308D8D74DB7CB751812CA02C6E8C0E381CEDA683D8,S068,MODERADO,7.083333333333333,116.12021857923496,2.0,CVIII,PERDULARIO,7.717578756013216,126.5176845248068,2.0,True,MODERADO → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,2,2,0,-12.948248737881327,-38.37135137230306,568186.8500355838,8568503.422419084,292740805090248,S068,7.083333333333333,116.12021857923496,MODERADO,4839.78,2.6
53593E9DC65AEA51D13BFBC643E6C5FD4CB9A4CA1F6E11CA8ED1F7688A4E46A3,S068,AMBIENTALISTA,6.0,98.36065573770492,2.0,CVIII,MODERADO,6.537308553995955,107.16899268845827,2.0,True,AMBIENTALISTA → MODERADO,SALVADOR UMB,RESIDENCIAL,HABITADO,2,2,0,-12.948876929067737,-38.37007668585039,568324.943751717,8568433.609310003,292740805090248,S068,6.0,98.36065573770492,AMBIENTALISTA,4839.78,2.6
588A34A9BB2FC0981DEB3FCA45B45E4FE64FCE296444BA9F9B5CA851FC4F26CC,S068,AMBIENTALISTA,5.333333333333333,87.43169398907104,2.0,CVIII,PERDULARIO,8.71632424208552,142.89056134566428,2.0,True,AMBIENTALISTA → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,2,2,0,-12.947715992272412,-38.36984427615326,568350.4695232725,8568561.937341437,292740805090248,S068,5.333333333333333,87.43169398907104,AMBIENTALISTA,4839.78,2.6
602B2ADEF6613BF8E604445EFCFA8E0686485E149EC776D46A0AAF0E95D30571,S068,AMBIENTALISTA,4.5,73.77049180327869,2.0,CVIII,PERDULARIO,7.6268599796619485,125.030491469868,2.0,True,AMBIENTALISTA → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,2,2,0,-12.947672980707589,-38.3698222832058,568352.8668202532,8568566.68819078,292740805090248,S068,4.5,73.77049180327869,AMBIENTALISTA,4839.78,2.6
60E0635CE11B08BD5A642F506E4C9BFE9288DC1BA2F8026A5D9D56ECD4B8B106,S068,MODERADO,7.333333333333333,120.21857923497268,2.0,CVIII,PERDULARIO,7.989963888578391,130.98301456685886,2.0,True,MODERADO → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,2,2,0,-12.94817255067428,-38.37240350631419,568072.7460658641,8568512.12845214,292740805090248,S068,7.333333333333333,120.21857923497268,MODERADO,4839.78,2.6
65D30DD2CBFB6FBC54984ED806F1A674D15C9F43B5FC31C36B75B3B1B6FCF14B,S068,MODERADO,6.666666666666667,109.2896174863388,2.0,CVIII,PERDULARIO,10.895514256659926,178.61498781409716,2.0,True,MODERADO → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,2,2,0,-12.949076334263712,-38.37088587458522,568237.1172371428,8568411.772828933,292740805090248,S068,6.666666666666667,109.2896174863388,MODERADO,4839.78,2.6
992B8E24ECEFA1A3BFB4C6EE8DAB1EAC32F3A2B684F6A1951615FE2DE92D4FB5,S068,MODERADO,6.833333333333333,112.02185792349728,2.0,CVIII,PERDULARIO,7.4452680753842815,122.0535750062997,2.0,True,MODERADO → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,2,2,0,-12.94871049245366,-38.3712488260238,568197.8476254286,8568452.32878739,292740805090248,S068,6.833333333333333,112.02185792349728,MODERADO,4839.78,2.6
9E259B219560A153283AF6370CED858C4E58FCB687F483E755BC42F6C7625DBD,S068,MODERADO,7.25,118.85245901639344,2.0,CVIII,PERDULARIO,7.899247836078445,129.4958661652204,2.0,True,MODERADO → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,2,2,0,-12.94775390576316,-38.37014014746198,568318.366047149,8568557.823490376,292740805090248,S068,7.25,118.85245901639344,MODERADO,4839.78,2.6
CA8B7A1AA698AB15A3BECB7F59BA9DAC302928C2053AD442219FF09D1862B03D,S068,AMBIENTALISTA,5.333333333333333,87.43169398907104,2.0,CVIII,MODERADO,6.537308553995955,107.16899268845827,2.0,True,AMBIENTALISTA → MODERADO,SALVADOR UMB,RESIDENCIAL,HABITADO,2,2,0,-12.949281968374654,-38.369848468627175,568349.5879483734,8568388.754260799,292740805090248,S068,5.333333333333333,87.43169398907104,AMBIENTALISTA,4839.78,2.6
EE82D6A6C25FB4896900A4BF05DC498734C3F842D17E7AA43E4AE7833ABFE951,S068,MODERADO,7.0,114.75409836065572,2.0,CVIII,PERDULARIO,8.716411405327941,142.89199025127772,2.0,True,MODERADO → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,2,2,0,-12.947535226175347,-38.37024203398766,568307.3739837222,8568582.034889024,292740805090248,S068,7.0,114.75409836065572,MODERADO,4839.78,2.6
FDF008AD7F92A715A70FB19E26EF3FE582ED6310C4A9800F5B7F230091A8521D,S068,AMBIENTALISTA,5.666666666666667,92.89617486338798,2.0,CVIII,PERDULARIO,7.62678371182483,125.02924117745624,2.0,True,AMBIENTALISTA → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,2,2,0,-12.948080589167276,-38.372382498053845,568075.0497890626,8568522.293047737,292740805090248,S068,5.666666666666667,92.89617486338798,AMBIENTALISTA,4839.78,2.6
04112CB1CEA3F75692D52AC4069E6624064ACE44F2045157CA99FF06BD312ACC,S068,AMBIENTALISTA,8.166666666666666,89.25318761384335,3.0,CVIII,PERDULARIO,15.25356742364966,166.70565490327496,3.0,True,AMBIENTALISTA → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,3,3,0,-12.94813628672295,-38.37115457418047,568208.2272543901,8568515.806107001,292740805090248,S068,8.166666666666666,89.25318761384335,AMBIENTALISTA,4839.78,2.6
04BA65F5AFF7E6E1F910EE7540CC1601A252D6E28F69421D4AA528A9C5D76BDC,S068,AMBIENTALISTA,7.416666666666667,81.05646630236794,3.0,CVIII,PERDULARIO,11.984945832867586,130.98301456685886,3.0,True,AMBIENTALISTA → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,3,3,0,-12.94742957951641,-38.36999200512548,568334.5234083699,8568593.651741557,292740805090248,S068,7.416666666666667,81.05646630236794,AMBIENTALISTA,4839.78,2.6
1C3580F95FBB450144FA5C5E286947744E469D50C4B430B5A9D79FDF1A655598,S068,AMBIENTALISTA,6.833333333333333,74.68123861566485,3.0,CVIII,PERDULARIO,13.07461710799191,142.89199025127772,3.0,True,AMBIENTALISTA → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,3,3,1,-12.949292843531268,-38.37111927220251,568211.7418544777,8568387.890953204,292740805090248,S068,6.833333333333333,74.68123861566485,AMBIENTALISTA,4839.78,2.6
3E25426DFE4230696FD79D8C3BE60907F8EFCF20F8BD4A9DEC4B29DF1E0FF6C8,S068,AMBIENTALISTA,8.0,87.43169398907104,3.0,CVIII,PERDULARIO,11.984945832867586,130.98301456685886,3.0,True,AMBIENTALISTA → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,3,3,0,-12.947678057688522,-38.37094198736289,568231.4111653804,8568566.425773453,292740805090248,S068,8.0,87.43169398907104,AMBIENTALISTA,4839.78,2.6
4D785F7FF7AB2A7544E9C4E853CB6652E2C149850F5A59A4F77A8C1FF40B2C8E,S068,AMBIENTALISTA,8.416666666666666,91.9854280510018,3.0,CVIII,MODERADO,9.805864772346212,107.16792100924825,3.0,True,AMBIENTALISTA → MODERADO,SALVADOR UMB,RESIDENCIAL,HABITADO,3,3,0,-12.948082090550246,-38.37127960022112,568194.6804483851,8568521.833109882,292740805090248,S068,8.416666666666666,91.9854280510018,AMBIENTALISTA,4839.78,2.6
6562CCE67E28F11B814218D56FEBD7081CDB6513C05BF85280C1F060EC1EE83E,S068,MODERADO,10.0,109.2896174863388,3.0,CVIII,PERDULARIO,11.984945832867586,130.98301456685886,3.0,True,MODERADO → PERDULARIO,SALVADOR UMB,RESIDENCIAL,HABITADO,3,3,0,-12.946954209966565,-38.370790101861424,568248.0831561218,8568646.436880138,292740805090248,S068,10.0,109.2896174863388,MODERADO,4839.78,2.6
